ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
6065,9892,8031,8564,9377,25228
6060,10051,7843,8966,8844,25020
6146,10605,8254,8501,8708,25394
5916,10012,8114,8023,9340,24967
6093,9870,7406,9245,9128,25163
5994,10317,7709,9195,9315,25510
6079,10363,8157,9598,9608,25510
6164,9748,7952,8302,8933,24986
6092,10368,7971,8526,9057,25332
5967,10235,8002,10175,9473,25602
6218,9980,8062,8888,9253,25819
5877,10325,8841,9381,8831,24797
5862,10004,7628,8955,9328,25307
6064,9827,7522,9093,9362,25671
6233,10338,8313,20962,10008,36741
6168,10598,8447,8875,9163,25686
6121,9753,7717,9606,9193,25011
5881,9687,7381,10137,9463,25178
5842,9908,8343,9007,9247,25539
6099,9744,7665,8608,9385,24970
6131,10196,8272,8523,9438,25490
5992,10067,8143,8735,9271,25179
6028,10034,7534,9143,8882,24644
6061,10172,8466,8714,9382,25638
6229,9960,8163,9416,9163,25210
5949,9774,7503,9763,9168,25234
6151,9742,7797,8886,9590,25597
5942,9890,8274,8662,9295,25524
5905,9968,8050,8867,8820,24701
5956,10065,7434,8704,9365,25294
6112,10111,8133,9978,8955,25293
6186,10049,8111,9560,9401,25777
5948,10182,8226,8988,8942,25397
5771,10437,8377,9228,9560,25856
5953,10187,7543,8713,9000,25366
6053,10225,8350,9267,9518,25647
6244,10188,8456,9351,9028,25146
6056,10307,8253,8911,8869,24886
6120,9913,7833,9082,9191,25467
5966,10528,8276,8258,8948,25070
5862,10430,8028,9300,9223,25216
5809,10369,8482,8656,9463,25688
6166,9671,7383,9267,9213,25325
6266,10104,8127,9091,9165,25182
5936,10256,7816,8536,9664,25724
6108,10129,8176,8494,9394,25566
5883,9831,7353,8785,9038,25430
5862,9677,7589,18903,9426,27163
6071,10149,7897,9087,9191,25112
6130,9730,7721,8449,9477,25562
5926,9675,7821,8895,8995,25323
5967,10165,7679,8946,9661,25690
6178,9938,8395,9625,9936,25877
5928,9828,8046,9288,9897,26039
6221,11243,18610,9267,9108,25058
6126,10490,8227,8519,9186,25105
5941,10303,7956,9240,9056,25456
6050,10008,8231,10411,9622,25660
6058,9943,7873,8865,9627,25828
6163,10397,7849,8637,8982,25259
6061,9987,7889,9018,9348,25462
5994,10088,8389,9762,8952,24982
5982,9824,7873,9559,9127,24758
6246,10023,7819,9638,9316,25180
5832,10150,8214,8717,9288,25420
5921,10153,8206,9063,9715,25968
6129,10093,7878,9545,9831,25899
6217,10139,8389,8387,9165,24999
5827,9588,7803,9017,9480,25392
6205,10150,8495,10376,9442,25416
6090,9987,8052,8700,9477,25749
6025,9298,7539,8170,9616,25468
6018,10102,7547,8547,8992,25122
5905,9812,8239,9411,9537,25782
6001,10416,8300,9535,9248,25224
5929,9821,8133,8474,8979,25008
5869,9704,7531,8910,8934,25038
6107,10475,8314,8819,9668,25635
6217,10700,8531,8426,10312,26362
5927,10075,8433,8410,9144,25137
5759,10389,8091,8291,8699,24975
6092,10197,8065,8950,9244,25477
5888,10072,8365,9311,9392,25571
6014,9689,8400,9362,9363,25489
6162,9987,7607,7981,9141,25191
5978,9996,7938,9074,9089,25273
6093,9550,7919,9042,9500,25405
6061,10231,8016,8602,9260,25790
6055,10077,7945,8761,9507,25830
6040,9760,7710,9234,9280,25276
5952,9892,8042,9952,9346,25593
5949,10083,8130,7782,9417,25274
